xleft,data,site
0.09772372209558107,0.0003409865878608775,bom03
0.10232929922807542,0.0006875176730853465,bom03
0.10715193052376065,0.0011116717214000966,bom03
0.11220184543019636,0.0015053310342150934,bom03
0.11748975549395298,0.001910079341757273,bom03
0.12302687708123818,0.0024035396071169167,bom03
0.12882495516931342,0.0028082879146590967,bom03
0.1348962882591654,0.0032601644497918044,bom03
0.14125375446227548,0.0038146141861509545,bom03
0.1479108388168208,0.004377380668555492,bom03
0.1548816618912482,0.0049567806430508045,bom03
0.16218100973589306,0.005547269612273299,bom03
0.1698243652461745,0.006209837047222484,bom03
0.17782794100389238,0.00693062170448938,bom03
0.18620871366628686,0.0077013068380285985,bom03
0.19498445997580466,0.008422091495295493,bom03
0.20417379446695305,0.009153965147289573,bom03
0.21379620895022336,0.009941283772919566,bom03
0.22387211385683412,0.010750780388003926,bom03
0.2344228815319924,0.011493743034725187,bom03
0.24547089156850324,0.012281061660355181,bom03
0.2570395782768866,0.01322085396348394,bom03
0.2691534803926918,0.014152329520567313,bom03
0.28183829312644565,0.015130933305241213,bom03
0.29512092266663886,0.016192704550368985,bom03
0.30902954325135934,0.017268337038905738,bom03
0.3235936569296286,0.018438225982623544,bom03
0.33884415613920293,0.019591481434250577,bom03
0.35481338923357586,0.020719786647741448,bom03
0.37153522909717296,0.02193957606773158,bom03
0.38904514499428106,0.023261938688948155,bom03
0.40738027780411323,0.024661924273255007,bom03
0.4265795188015932,0.02607022660360725,bom03
0.4466835921509637,0.027667041844321602,bom03
0.46773514128719884,0.029247223592945182,bom03
0.48977881936844686,0.03076918811925105,bom03
0.5128613839913656,0.03239649809546515,bom03
0.5370317963702536,0.03405707505586081,bom03
0.56234132519035,0.0357592357464834,bom03
0.5888436553555898,0.037422584955560854,bom03
0.6165950018614831,0.0391552403816832,bom03
0.6456542290346564,0.04089066805648734,bom03
0.6760829753919827,0.04256233401161018,bom03
0.7079457843841389,0.04435043441136844,bom03
0.7413102413009186,0.046354770208306764,bom03
0.7762471166286928,0.0483563337565633,bom03
